0	0	-2.0	-1.8092974268256818
1	0	-1.65	-1.8968650284539188
2	0	-1.3	-1.863558185417193
3	0	-0.95	-1.7134155047893738
4	0	-0.6	-1.4646424733950354
5	0	-0.25	-1.1474039592545229
6	0	0.1	-0.8001665833531719
7	0	0.45	-0.4650344658887698
8	0	0.8	-0.18264390910047723
9	0	1.15	0.012763940260520967
10	0	1.5	0.09749498660405442
11	0	1.85	0.06127520297529987
0	1	-2.0	-0.009297426825681687
1	1	-1.65	-0.09686502845391887
2	1	-1.3	-0.06355818541719294
3	1	-0.95	0.08658449521062628
4	1	-0.6	0.33535752660496465
5	1	-0.25	0.6525960407454771
6	1	0.1	0.9998334166468281
7	1	0.45	1.3349655341112303
8	1	0.8	1.6173560908995228
9	1	1.15	1.812763940260521
10	1	1.5	1.8974949866040545
11	1	1.85	1.8612752029753
